PWSID,PWSID_URL,ac_address,ac_addressURL,ac_phone1Type,ac_phone1,ac_phone2Type,ac_phone2,ac_email,ac2_address,ac2_addressURL,ac2_phone1Type,ac2_phone1,ac2_phone2Type,ac2_phone2,ac2_email,pl_address,pl_addressURL,pl_phone1Type,pl_phone1,pl_phone2Type,pl_phone2,pl_email,pl2_address,pl2_addressURL,pl2_phone1Type,pl2_phone1,pl2_phone2Type,pl2_phone2,pl2_email,healthDistrictName,healthDistrictPhone,healthDistrictEmail,healthDistrictAddress
CA3910005   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4019&tinwsys_st_code=CA&wsnumber=CA3910005   ,"1001 W Center St.

	
	

	
    
    
    

	MANTECA,CA95337",http://maps.google.com/maps?q=1001 W Center St.  MANTECA CA 95337,Business,209-456-8468   ,,,,,,,,,,,"CA3910005-MANTECA, CITY OF",,,,,,,,,,,,,,DISTRICT 10 - STOCKTON,"
   
	
	  
      209-948-7696   
   	 
     
    ",,"31 E. CHANNEL STREET ROOM 270 

    
    STOCKTON 
    CA 95202"
CA5200532   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8150&tinwsys_st_code=CA&wsnumber=CA5200532   ,"22630 ANTELOPE BLVD

	
	

	
    
    
    

	RED BLUFF,CA96080",http://maps.google.com/maps?q=22630 ANTELOPE BLVD  RED BLUFF CA 96080,,,,,,,,,,,,,CA5200532-MANTON ELEMENTARY SCHOOL,,,,,,,,,,,,,,LPA82 - TEHAMA COUNTY,"
   
	
	  
      530-527-8020   
   	 
     
    ",tbranton@co.tehama.ca.us ,"633 Washington Street Rm. 36 

    
    RED BLUFF 
    CA 96080"
CA4901282   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=5403&tinwsys_st_code=CA&wsnumber=CA4901282   ,"9141 Green Valley Road

	
	

	
    
    
    

	SEBASTOPOL,CA95472",http://maps.google.com/maps?q=9141 Green Valley Road  SEBASTOPOL CA 95472,Business,707-823-5313   ,,,,,,,,,,,"CA4901282-MANZANA PRODUCTS COMPANY, INC.",,,,,,,,,,,,,,DISTRICT 18 - SONOMA,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA0400063   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8409&tinwsys_st_code=CA&wsnumber=CA0400063   ,"627 E. EVANS REIMER ROAD

	
	

	
    
    
    

	GRIDLEY,CA95948",http://maps.google.com/maps?q=627 E. EVANS REIMER ROAD  GRIDLEY CA 95948,Business,530-846-5594   ,,,,,,,,,,,CA0400063-MANZANITA SCHOOL,,,,,,,,,,,,,,LPA34 - BUTTE COUNTY,"
   
	
	  
      530-538-5327   
   	 
     
    ",aaguiar@buttecounty.net ,"202 Mira Loma Dr. 

    
    OROVILLE 
    CA 95965"
CA2700629   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9074&tinwsys_st_code=CA&wsnumber=CA2700629   ,"2478 TUCKAHOE TERRACE

	
	

	
    
    
    

	ROYAL OAKS,CA95076",http://maps.google.com/maps?q=2478 TUCKAHOE TERRACE  ROYAL OAKS CA 95076,Business,831-212-1332   ,,,,,,,,,,,CA2700629-MANZANITA HILLS WA,,,,,,,,,,,,,,LPA57 - MONTEREY COUNTY,"
   
	
	  
      831-755-4505   
   	 
     
    ",,"1270 Natividad Rd. 

    
    SALINAS 
    CA 93907"
CA2702229   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9239&tinwsys_st_code=CA&wsnumber=CA2702229   ,"1025 MONTEREY SALINAS HIGHWAY 68

	
	

	
    
    
    

	SALINAS,CA93908",http://maps.google.com/maps?q=1025 MONTEREY SALINAS HIGHWAY 68  SALINAS CA 93908,Business,831-755-4895   ,,,,,,,,,,,CA2702229-MANZANITA PARK WS,,,,,,,,,,,,,,LPA57 - MONTEREY COUNTY,"
   
	
	  
      831-755-4505   
   	 
     
    ",,"1270 Natividad Rd. 

    
    SALINAS 
    CA 93907"
CA3900661   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6376&tinwsys_st_code=CA&wsnumber=CA3900661   ,"2669 CASALINO CT

	
	

	
    
    
    

	PLEASANTON,CA94566",http://maps.google.com/maps?q=2669 CASALINO CT  PLEASANTON CA 94566,,,,,,,,,,,,,CA3900661-MAPACHE TRAILER PARK,,,,,,,,,,,,,,LPA69 - SAN JOAQUIN COUNTY,"
   
	
	  
      209-468-0343   
   	 
     
    ",aellsaesser@sjcehd.com ,"1868 East Hazelton Ave 

    
    STOCKTON 
    CA 95205"
CA5500132   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=7019&tinwsys_st_code=CA&wsnumber=CA5500132   ,"11551 YANKEE HILL ROAD

	
	

	
    
    
    

	COLUMBIA,CA95310",http://maps.google.com/maps?q=11551 YANKEE HILL ROAD  COLUMBIA CA 95310,Business,209-532-9539   ,,,,,,,,,,,CA5500132-MARBLE QUARRY RV PARK,,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA4100551   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8801&tinwsys_st_code=CA&wsnumber=CA4100551   ,"P.O. Box 827

	
	

	
    
    
    

	PESCADERO,CA94060",http://maps.google.com/maps?q=P.O. Box 827  PESCADERO CA 94060,Business,650-726-4301   ,,,,,,,,,,,CA4100551-MARCHI CENTRAL FARM,,,,,,,,,,,,,,DISTRICT 17 - SANTA CLARA,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY 

    
    RICHMOND 
    CA 94804-6403"
CA5100140   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=5621&tinwsys_st_code=CA&wsnumber=CA5100140   ,"2452 El Centro Blvd

	
	

	
    
    
    

	EAST NICOLAUS,CA95659",http://maps.google.com/maps?q=2452 El Centro Blvd  EAST NICOLAUS CA 95659,Business,530-656-2407   EXT. 34   ,,,,,,,,,,,CA5100140-MARCUM ILLINOIS ELEMENTARY SCH,,Business,530-656-2407   ,,,www.marcum-illinois.org,,,,,,,,DISTRICT 21 - VALLEY,"
   
	
	  
      530-224-4800   
   	 
     
    ",dwpdist21@waterboards.ca.gov ,"364 Knollcrest Dr., Suite 101 

    
    REDDING 
    CA 96002"
CA0800649   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=249&tinwsys_st_code=CA&wsnumber=CA0800649   ,"301 W. WASHINGTON BLVD.

	
	

	
    
    
    

	CRESCENT CITY,CA95531",http://maps.google.com/maps?q=301 W. WASHINGTON BLVD.  CRESCENT CITY CA 95531,,,,,,,,,,,,,CA0800649-MARGARET KEATING MAIN. & OPER.,,,,,,,,,,,,,,DISTRICT 01 - KLAMATH,"
   
	
	  
      530-224-4800   
   	 
     
    ",,"364 Knollcrest Dr. Suite 101 

    
    REDDING 
    CA 96002"
CA3610030   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3794&tinwsys_st_code=CA&wsnumber=CA3610030   ,"9600 MANZANITA STREET

	
	

	
    
    
    

	APPLE VALLEY,CA92308",http://maps.google.com/maps?q=9600 MANZANITA STREET  APPLE VALLEY CA 92308,Business,760-247-9405   ,,,,,,,,,,,CA3610030-MARIANA RANCHOS CWD,,,,,,,,,,,,,,DISTRICT 13 - SAN BERNARDINO,"
   
	
	  
      909-383-4328   
   	 
     
    ",,"464 W. 4TH STREET ROOM 437 

    
    SAN BERNARDINO 
    CA 92401"
CA4800595   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4750&tinwsys_st_code=CA&wsnumber=CA4800595   ,"500 Crocker Drive

	
	

	
    
    
    

	VACAVILLE,CA95688-8706",http://maps.google.com/maps?q=500 Crocker Drive  VACAVILLE CA 95688-8706,Business,707-452-2846   ,,,,,,,,,,,"CA4800595-MARIANI PACKING COMPANY, INC.",,,,,,,,,,,,,,DISTRICT 04 - SAN FRANCISCO,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY BLDG. P, SECOND F 

    
    RICHMOND 
    CA 94804-6403"
CA5800004   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8305&tinwsys_st_code=CA&wsnumber=CA5800004   ,"9281 HIGHWAY 70

	
	

	
    
    
    

	MARYSVILLE,CA95901",http://maps.google.com/maps?q=9281 HIGHWAY 70  MARYSVILLE CA 95901,Business,530-749-6565   ,,,,,,,,,,,CA5800004-MARIANI PACKING COMPANY INC.,,,,,,,,,,,,,,LPA88 - YUBA COUNTY,"
   
	
	  
      530-749-5450   
   	 
     
    ",bhendrix@co.yuba.ca.us ,"915 8th Street 

    
    MARYSVILLE 
    CA 95901"
CA0707564   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8948&tinwsys_st_code=CA&wsnumber=CA0707564   ,"PO BOX 609

	
	

	
    
    
    

	BYRON,CA94514",http://maps.google.com/maps?q=PO BOX 609  BYRON CA 94514,Business,925-634-6126   ,,,,,,,,,,,CA0707564-MARIN FOOD SPECIALTIES,,,,,,,,,,,,,,LPA37 - CONTRA COSTA COUNTY,"
   
	
	  
      925-692-2537   
   	 
     
    ",timothy.ellsworth@hsd.cccounty.us ,"2120 Diamond Blvd., Ste. 200 

    
    CONCORD 
    CA 94521"
CA2100527   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8977&tinwsys_st_code=CA&wsnumber=CA2100527   ,"7500 Red Hill Road

	
	

	
    
    
    

	PETALUMA,CA94952",http://maps.google.com/maps?q=7500 Red Hill Road  PETALUMA CA 94952,Business,707-762-6001   ,,,,,,,,,,,CA2100527 - MARIN FRENCH CHEESE CO,,,,,,,,,,,,,,DISTRICT 18 - SONOMA,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA2190002   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2749&tinwsys_st_code=CA&wsnumber=CA2190002   ,"220 Nellen Avenue

	
	

	
    
    
    

	CORTE MADERA,CA94925",http://maps.google.com/maps?q=220 Nellen Avenue  CORTE MADERA CA 94925,Business,415-945-1557   ,,,,,,,,,,,CA2190002-MARIN MUNICIPAL WATER DIST. (R,,,,,,,,,,,,,,DISTRICT 18 - SONOMA,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA2110002   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2724&tinwsys_st_code=CA&wsnumber=CA2110002   ,"220 Nellen Avenue

	
	

	
    
    
    

	CORTE MADERA,CA94925",http://maps.google.com/maps?q=220 Nellen Avenue  CORTE MADERA CA 94925,Business,415-945-1557   ,,,,,,,,,,,CA2110002-MARIN MUNICIPAL WATER DISTRICT,,,,,,,,,,,,,,DISTRICT 18 - SONOMA,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA2900549   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8619&tinwsys_st_code=CA&wsnumber=CA2900549   ,"225 WEST END AVENUE

	
	

	
    
    
    

	SAN RAFAEL,CA94901",http://maps.google.com/maps?q=225 WEST END AVENUE  SAN RAFAEL CA 94901,Business,415-454-0448   ,,,,,,,,,,,CA2900549-MARIN SIERRA CAMP WATER SYSTEM,,Business,530-389-8192   ,,,,,,,,,,,LPA59 - NEVADA COUNTY,"
   
	
	  
      530-265-1222   
   	 
     
    ",env.health@co.nevada.ca.us ,"950 Maidu Ave., Ste. 170 

    
    NEVADA CITY 
    CA 95959"
CA2710017   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3179&tinwsys_st_code=CA&wsnumber=CA2710017   ,"11 Reservation Road

	
	

	
    
    
    

	MARINA,CA93933",http://maps.google.com/maps?q=11 Reservation Road  MARINA CA 93933,Business,831-883-5938   ,,,,,,,,,,,CA2710017-MARINA COAST WATER DISTRICT,,Business,831-384-6131   ,,,www.mcwd.org,,,,,,,,DISTRICT 05 - MONTEREY,"
   
	
	  
      831-655-6939   
   	 
     
    ",,"1 LOWER RAGSDALE DRIVE BLDG. 1 SUITE 120 

    
    MONTEREY 
    CA 93940"
CA2790009   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3208&tinwsys_st_code=CA&wsnumber=CA2790009   ,"2840 4th Avenue

	
	

	
    
    
    

	MARINA,CA93933",http://maps.google.com/maps?q=2840 4th Avenue  MARINA CA 93933,Business,831-883-5925   ,,,,,,,,,,,CA2790009-MARINA COAST WATER DISTRICT-RE,,,,,,,,,,,,,,DISTRICT 05 - MONTEREY,"
   
	
	  
      831-655-6939   
   	 
     
    ",,"1 LOWER RAGSDALE DRIVE BLDG. 1 SUITE 120 

    
    MONTEREY 
    CA 93940"
CA2702453   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9001&tinwsys_st_code=CA&wsnumber=CA2702453   ,"PO BOX 1670

	
	

	
    
    
    

	MARINA,CA93933",http://maps.google.com/maps?q=PO BOX 1670  MARINA CA 93933,Business,831-384-5313   ,,,,,,,,,,,CA2702453-MARINA LANDFILL WS,,,,,,,,,,,,,,LPA57 - MONTEREY COUNTY,"
   
	
	  
      831-755-4505   
   	 
     
    ",,"1270 Natividad Rd. 

    
    SALINAS 
    CA 93907"
CA0707608   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8918&tinwsys_st_code=CA&wsnumber=CA0707608   ,"44292 POMACE ST

	
	

	
    
    
    

	FREMONT,CA94539",http://maps.google.com/maps?q=44292 POMACE ST  FREMONT CA 94539,Business,510-325-2979   ,,,,,,,,,,,CA0707608-MARINA MOBILE MANOR,,,,,,,,,,,,,,LPA37 - CONTRA COSTA COUNTY,"
   
	
	  
      925-692-2537   
   	 
     
    ",timothy.ellsworth@hsd.cccounty.us ,"2120 Diamond Blvd., Ste. 200 

    
    CONCORD 
    CA 94521"
CA3790115   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14307&tinwsys_st_code=CA&wsnumber=CA3790115   ,"4600 Bellau Ave

	
	

	
    
    
    

	SAN DIEGO,CA92140",http://maps.google.com/maps?q=4600 Bellau Ave  SAN DIEGO CA 92140,,,,,,,,,,,,,CA3790115-MARINE CORPS RECRUIT DEPOT,,Business,619-524-8727   ,,,,,,,,,,,DISTRICT 14 - SAN DIEGO,"
   
	
	  
      619-525-4159   
   	 
     
    ",,"1350 FRONT STREET ROOM 2050 

    
    SAN DIEGO 
    CA 92101"
CA3301706   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9754&tinwsys_st_code=CA&wsnumber=CA3301706   ,"54270 Pine Crest Ave. PO Box 518

	
	

	
    
    
    

	IDYLLWILD,CA92549",http://maps.google.com/maps?q=54270 Pine Crest Ave. PO Box 518  IDYLLWILD CA 92549,Business,909-382-2934   ,,,,,,,,,,,CA3301706-MARION MTN/ FERN BASIN - USFS,,Business,909-382-2695   ,,,javierdiaz@fs.fed.us,,,,,,,,LPA63 - RIVERSIDE COUNTY,"
   
	
	  
      760-863-7570   
   	 
     
    ",www.rivcoeh.org ,"47-950 Arabia St., Ste. A 

    
    INDIO 
    CA 92201"
CA3900598   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6364&tinwsys_st_code=CA&wsnumber=CA3900598   ,"12404 N HWY 99

	
	

	
    
    
    

	LODI,CA95240",http://maps.google.com/maps?q=12404 N HWY 99  LODI CA 95240,Business,209-368-2751   ,,,,,,,,,,,CA3900598-MARIONS RANCH HOUSE MOTEL,,,,,,,,,,,,,,LPA69 - SAN JOAQUIN COUNTY,"
   
	
	  
      209-468-0343   
   	 
     
    ",aellsaesser@sjcehd.com ,"1868 East Hazelton Ave 

    
    STOCKTON 
    CA 95205"
CA2210937   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2858&tinwsys_st_code=CA&wsnumber=CA2210937   ,"4639 BEN HUR ROAD

	
	

	
    
    
    

	MARIPOSA,CA95338",http://maps.google.com/maps?q=4639 BEN HUR ROAD  MARIPOSA CA 95338,Business,209-966-5356   ,,,,,,,,,,,CA2210937-MARIPOSA COUNTY PUBLIC WORKS D,,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA2201070   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2752&tinwsys_st_code=CA&wsnumber=CA2201070   ,"5007 FAIRGROUNDS ROAD

	
	

	
    
    
    

	MARIPOSA,CA95338",http://maps.google.com/maps?q=5007 FAIRGROUNDS ROAD  MARIPOSA CA 95338,Business,209-966-2432   ,,,,,,,,,,,CA2201070-MARIPOSA DISTRICT FAIRGROUND,,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA2210943   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14177&tinwsys_st_code=CA&wsnumber=CA2210943   ,"4988 Gold Leaf Drive

	
	

	
    
    
    

	MARIPOSA,CA95338",http://maps.google.com/maps?q=4988 Gold Leaf Drive  MARIPOSA CA 95338,Business,209-966-8088   ,,,,,,,,,,,CA2210943 - MARIPOSA INDUSTRIAL PARK,,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA2210931   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2852&tinwsys_st_code=CA&wsnumber=CA2210931   ,"5460 CARLETON ROAD

	
	

	
    
    
    

	MARIPOSA,CA95338",http://maps.google.com/maps?q=5460 CARLETON ROAD  MARIPOSA CA 95338,Business,209-966-5472   ,,,,,,,,,,,CA2210931-MARIPOSA LUTHERAN CHURCH,,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA2210906   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2828&tinwsys_st_code=CA&wsnumber=CA2210906   ,"7126 Hites Cove Road

	
	

	
    
    
    

	MARIPOSA,CA95338",http://maps.google.com/maps?q=7126 Hites Cove Road  MARIPOSA CA 95338,Business,209-742-7130   ,,,,,,,,,,,CA2210906-MARIPOSA PINES MUTUAL,,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA2210001   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2800&tinwsys_st_code=CA&wsnumber=CA2210001   ,"P.O. BOX 494

	
	

	
    
    
    

	MARIPOSA,CA95338",http://maps.google.com/maps?q=P.O. BOX 494  MARIPOSA CA 95338,Business,209-966-2515   ,,,,,,,,,,,CA2210001-MARIPOSA PUBLIC UTILITY DIST,,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA4900605   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4919&tinwsys_st_code=CA&wsnumber=CA4900605   ,"5172 Linda Lane

	
	

	
    
    
    

	SANTA ROSA,CA95404",http://maps.google.com/maps?q=5172 Linda Lane  SANTA ROSA CA 95404,,,,,,,,,,,,,CA4900605 - MARK WEST ACRES MWC,,,,,,,,,,,,,,DISTRICT 18 - SONOMA,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA2800110   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14229&tinwsys_st_code=CA&wsnumber=CA2800110   ,"2812 St. Helena Hwy N

	
	

	
    
    
    

	ST. HELENA,CA94574",http://maps.google.com/maps?q=2812 St. Helena Hwy N  ST. HELENA CA 94574,Business,707-963-5292   ,,,,,,,,,,,CA2800110-MARKHAM VINEYARDS,,,,,,,,,,,,,,LPA58 - NAPA COUNTY,"
   
	
	  
      707-253-4471   
   	 
     
    ",stacey.harrington@countyofnapa.org ,"1195 Third Street, Ste. 210 

    
    NAPA 
    CA 94559"
CA0202504   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=7629&tinwsys_st_code=CA&wsnumber=CA0202504   ,"1090 HOT SPRINGS ROAD

	
	

	
    
    
    

	MARKLEEVILLE,CA96120",http://maps.google.com/maps?q=1090 HOT SPRINGS ROAD  MARKLEEVILLE CA 96120,Business,530-694-1879   ,,,,,,,,,,,CA0202504-MARKLEEVILLE WATER CO.,,,,,,,,,,,,,,LPA32 - ALPINE COUNTY,"
   
	
	  
      530-694-2146   
   	 
     
    ",dlampson@alpinecounty.gov ,"75 Diamond Valley Road 

    
    MARKLEEVILLE 
    CA 96120"
CA2800585   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8719&tinwsys_st_code=CA&wsnumber=CA2800585   ,"PO BOX 987

	
	

	
    
    
    

	WINTERS,CA95694",http://maps.google.com/maps?q=PO BOX 987  WINTERS CA 95694,,,,,,,,,,,,,CA2800585-MARKLEY COVE RESORT,,,,,,,,,,,,,,LPA58 - NAPA COUNTY,"
   
	
	  
      707-253-4471   
   	 
     
    ",stacey.harrington@countyofnapa.org ,"1195 Third Street, Ste. 210 

    
    NAPA 
    CA 94559"
CA1503374   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1685&tinwsys_st_code=CA&wsnumber=CA1503374   ,"1998 Road 152

	
	

	
    
    
    

	DELANO,CA93215",http://maps.google.com/maps?q=1998 Road 152  DELANO CA 93215,,,,,,,,,,,,,"CA1503374-MARKO ZANINOVICH, INC. - POND",,,,,,,,,,,,,,DISTRICT 12 - VISALIA,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist12@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA2000800   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=7112&tinwsys_st_code=CA&wsnumber=CA2000800   ,"7408 ROAD 7

	
	

	
    
    
    

	FIREBAUGH,CA93622",http://maps.google.com/maps?q=7408 ROAD 7  FIREBAUGH CA 93622,Business,559-659-2185   ,,,,,,,,,,,CA2000800-MARQUEZ RENTAL,,,,,,,,,,,,,,LPA50 - MADERA COUNTY,"
   
	
	  
      559-675-7823   
   	 
     
    ",,"200 W. 4th Street, Ste. 3100 

    
    MADERA 
    CA 93637"
CA2100578   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8966&tinwsys_st_code=CA&wsnumber=CA2100578   ,"P.O. Box 801

	
	

	
    
    
    

	MARSHALL,CA94940",http://maps.google.com/maps?q=P.O. Box 801  MARSHALL CA 94940,Business,415-663-1226   ,,,,,,,,,,,CA2100578 - MARSHALL BOAT WORKS,,,,,,,,,,,,,,DISTRICT 18 - SONOMA,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA4200968   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14607&tinwsys_st_code=CA&wsnumber=CA4200968   ,"8900 ALISOS CAYNON RD.

	
	

	
    
    
    

	LOS ALAMOS,CA93440",http://maps.google.com/maps?q=8900 ALISOS CAYNON RD.  LOS ALAMOS CA 93440,Business,805-344-1804   ,,,,,,,,,,,,,,,,,,,,,,,,,LPA72 - SANTA BARBARA COUNTY,"
   
	
	  
      805-346-8466   
   	 
     
    ",belinda.huy@sbcphd.org ,"2125 Centerpointe Parkway 

    Room 333,

    SANTA MARIA 
    CA 93455"
CA5000061   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=7332&tinwsys_st_code=CA&wsnumber=CA5000061   ,"9743  BROADMORE DR

	
	

	
    
    
    

	SAN RAMON,CA94583",http://maps.google.com/maps?q=9743  BROADMORE DR  SAN RAMON CA 94583,,,,,,,,,,,,,CA5000061-MARTIN S MOBILE HOME COURT,,,,,,,,,,,,,,LPA80 - STANISLAUS COUNTY,"
   
	
	  
      209-525-6700   
   	 
     
    ",rariess@envres.org ,"3800 Cornucopia Way, Ste. C 

    
    MODESTO 
    CA 95358"
CA4901093   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=5252&tinwsys_st_code=CA&wsnumber=CA4901093   ,"8895 MARTINELLI RD

	
	

	
    
    
    

	FORESTVILLE,CA95436",http://maps.google.com/maps?q=8895 MARTINELLI RD  FORESTVILLE CA 95436,Business,707-525-1017   ,,,,,,,,,,,CA4901093 - MARTINELLI RANCH,,,,,,,,,,,,,,DISTRICT 18 - SONOMA,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA4100515   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8807&tinwsys_st_code=CA&wsnumber=CA4100515   ,"766 Main Street

	
	

	
    
    
    

	HALF MOON BAY,CA94019",http://maps.google.com/maps?q=766 Main Street  HALF MOON BAY CA 94019,Business,650-726-2240   ,,,,,,,,,,,CA4100515-MARTINS BEACH,,,,,,,,,,,,,,DISTRICT 17 - SANTA CLARA,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY 

    
    RICHMOND 
    CA 94804-6403"
